Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Senior
52,Male,3,Software Engineer Manager,27,190596.0,USA,African American,0
31,Female,1,Software Engineer,6,104378.0,USA,Asian,1
26,Male,2,Full Stack Engineer,3,70216.0,UK,Welsh,0
30,Female,2,Project Engineer,5,101733.0,China,White,1
24,Male,1,Back end Developer,1,55935.0,USA,Asian,0
45,Male,2,Software Engineer,21,180367.0,USA,White,1
33,Female,2,Full Stack Engineer,9,135596.0,China,Korean,0
38,Male,1,Front end Developer,11,136062.0,USA,Hispanic,0
54,Female,3,Software Engineer Manager,32,191267.0,USA,White,0
42,Male,2,Full Stack Engineer,19,177347.0,China,Chinese,0
29,Female,1,Full Stack Engineer,6,103579.0,Canada,Black,0
45,Male,2,Software Engineer Manager,19,163780.0,UK,Welsh,0
36,Male,1,Front end Developer,12,137878.0,China,Chinese,0
30,Female,2,Project Engineer,4,92438.0,Canada,Black,1
28,Male,2,Full Stack Engineer,5,84181.0,Canada,Asian,0
46,Female,3,Software Engineer Manager,21,174821.0,Canada,Asian,0
34,Male,1,Back end Developer,10,126520.0,China,Chinese,0
44,Male,2,Software Engineer,18,152168.0,USA,White,1
55,Female,3,Software Engineer Manager,29,190543.0,China,Korean,0
35,Male,2,Full Stack Engineer,9,131547.0,Canada,Asian,0
54,Male,1,Project Engineer,28,192292.0,USA,African American,1
23,Female,0,Back end Developer,1,52807.0,UK,White,0
46,Male,2,Software Engineer,20,174938.0,USA,African American,1
33,Female,1,Full Stack Engineer,8,124071.0,USA,Hispanic,0
26,Male,2,Front end Developer,3,73640.0,Canada,White,0
43,Female,3,Software Engineer Manager,19,156486.0,Australia,Asian,0
36,Male,2,Full Stack Engineer,11,138859.0,USA,White,0
23,Female,1,Project Engineer,0,52831.0,China,White,1
49,Male,2,Software Engineer Manager,23,182392.0,USA,Asian,0
35,Female,2,Full Stack Engineer,11,151078.0,USA,Asian,0
31,Male,1,Back end Developer,8,100679.0,USA,White,0
43,Male,2,Full Stack Engineer,20,167924.0,Canada,Black,0
33,Female,2,Project Engineer,10,113334.0,Canada,Asian,1
52,Female,3,Software Engineer Manager,29,194778.0,Canada,Asian,0
28,Male,1,Full Stack Engineer,4,77606.0,USA,White,0
36,Female,2,Software Engineer,13,140010.0,Australia,White,1
43,Male,1,Project Engineer,20,142421.0,Canada,Black,1
50,Female,2,Full Stack Engineer,24,192756.0,Canada,Asian,0
24,Male,3,Software Engineer Manager,1,106686.0,USA,White,0
52,Male,2,Software Engineer,27,186794.0,China,Korean,1
46,Female,1,Back end Developer,19,150729.0,Australia,Asian,0
38,Male,2,Full Stack Engineer,15,171652.0,Australia,Asian,0
29,Male,1,Project Engineer,6,88552.0,Canada,Black,1
33,Female,2,Front end Developer,9,119918.0,Australia,White,0
47,Male,3,Software Engineer Manager,21,174985.0,Australia,Asian,0
45,Female,2,Software Engineer,23,174336.0,USA,Hispanic,1
28,Male,1,Back end Developer,4,72389.0,UK,Mixed,0
42,Female,2,Full Stack Engineer,14,163978.0,USA,Hispanic,0
46,Male,1,Project Engineer,25,166958.0,Australia,White,1
38,Female,3,Software Engineer Manager,15,145052.0,Australia,Australian,0
54,Male,2,Software Engineer,32,195270.0,UK,Asian,1
33,Female,2,Full Stack Engineer,8,122970.0,Australia,White,0
27,Male,0,Back end Developer,4,80247.0,UK,Asian,0
50,Female,1,Project Engineer,25,177862.0,USA,African American,1
26,Male,2,Full Stack Engineer,4,91062.0,Canada,Black,0
31,Female,2,Software Engineer,6,114290.0,Australia,White,1
35,Male,1,Front end Developer,10,128999.0,Canada,Black,0
44,Female,3,Software Engineer Manager,18,162454.0,UK,Welsh,0
32,Male,2,Project Engineer,8,122354.0,China,Korean,1
54,Male,1,Full Stack Engineer,25,179756.0,USA,African American,0
26,Female,2,Front end Developer,3,73218.0,USA,Hispanic,0
23,Male,3,Software Engineer Manager,0,52612.0,USA,African American,0
48,Female,2,Software Engineer,24,184480.0,Australia,White,1
38,Male,1,Back end Developer,12,132442.0,UK,Asian,0
30,Female,2,Full Stack Engineer,5,102828.0,Canada,White,0
40,Male,2,Software Engineer Manager,16,150301.0,Australia,Australian,0
45,Female,1,Project Engineer,22,171468.0,Australia,Asian,1
36,Male,2,Full Stack Engineer,13,147326.0,China,White,0
52,Male,3,Software Engineer Manager,26,185982.0,China,Chinese,0
31,Female,1,Software Engineer,7,108267.0,UK,Welsh,1
26,Male,2,Full Stack Engineer,4,91397.0,Australia,Australian,0
30,Female,2,Project Engineer,5,100867.0,Australia,Australian,1
24,Male,1,Back end Developer,2,64182.0,USA,Hispanic,0
45,Male,2,Software Engineer,22,182506.0,UK,White,1
33,Female,2,Full Stack Engineer,9,136986.0,UK,Mixed,0
38,Male,1,Front end Developer,11,136662.0,Australia,White,0
54,Female,3,Software Engineer Manager,32,191510.0,UK,Welsh,0
42,Male,2,Full Stack Engineer,19,177347.0,Canada,Asian,0
28,Female,1,Project Engineer,3,70397.0,USA,Asian,1
34,Male,2,Software Engineer Manager,9,146075.0,China,White,0
46,Female,1,Back end Developer,18,155795.0,Canada,Asian,0
35,Male,2,Full Stack Engineer,9,132638.0,China,Korean,0
49,Female,3,Software Engineer Manager,22,178684.0,Australia,White,0
32,Male,1,Software Engineer,7,106218.0,Australia,Asian,1
54,Male,2,Full Stack Engineer,28,191239.0,Canada,White,0
26,Female,2,Front end Developer,2,65840.0,USA,Asian,0
23,Male,3,Software Engineer Manager,0,52779.0,UK,Asian,0
48,Female,2,Software Engineer,23,185038.0,Australia,Asian,1
38,Male,1,Back end Developer,14,136449.0,China,Korean,0
30,Female,2,Full Stack Engineer,6,110707.0,China,Chinese,0
40,Male,2,Software Engineer Manager,17,151670.0,USA,African American,0
45,Female,1,Project Engineer,21,167015.0,UK,White,1
36,Male,2,Full Stack Engineer,13,146508.0,Australia,Asian,0
52,Male,3,Software Engineer Manager,27,190596.0,China,Chinese,0
31,Female,1,Software Engineer,6,104378.0,USA,African American,1
26,Male,2,Full Stack Engineer,3,70216.0,China,Korean,0
30,Female,2,Project Engineer,5,101733.0,China,Chinese,1
24,Male,1,Back end Developer,1,55935.0,UK,White,0
45,Male,2,Software Engineer,21,180367.0,UK,Asian,1
33,Female,2,Full Stack Engineer,9,135596.0,UK,Welsh,0
38,Male,1,Front end Developer,11,136062.0,UK,Asian,0
54,Female,3,Software Engineer Manager,32,191267.0,Australia,White,0
42,Male,2,Full Stack Engineer,19,177347.0,UK,Asian,0
28,Female,1,Project Engineer,3,70397.0,China,Korean,1
34,Male,2,Software Engineer Manager,9,146075.0,USA,Hispanic,0
46,Female,1,Back end Developer,18,155795.0,USA,White,0
35,Male,2,Full Stack Engineer,9,132638.0,UK,White,0
49,Female,3,Software Engineer Manager,22,178684.0,China,Chinese,0
32,Male,1,Software Engineer,7,106218.0,Canada,White,1
54,Male,2,Full Stack Engineer,28,191239.0,Australia,Australian,0
26,Female,2,Front end Developer,2,65840.0,Australia,Australian,0
23,Male,3,Software Engineer Manager,0,52779.0,Australia,White,0
48,Female,2,Software Engineer,23,185038.0,USA,White,1
38,Male,1,Back end Developer,14,136449.0,Canada,White,0
30,Female,2,Full Stack Engineer,6,110707.0,Canada,Asian,0
40,Male,2,Software Engineer Manager,17,151670.0,USA,African American,0
45,Female,1,Project Engineer,21,167015.0,Canada,White,1
36,Male,2,Full Stack Engineer,13,146508.0,China,Korean,0
52,Male,3,Software Engineer Manager,27,190596.0,USA,African American,0
31,Female,1,Software Engineer,6,104378.0,USA,Asian,1
26,Male,2,Full Stack Engineer,3,70216.0,USA,African American,0
30,Female,2,Project Engineer,5,101733.0,Australia,Australian,1
24,Male,1,Back end Developer,1,55935.0,China,Korean,0
45,Male,2,Software Engineer,21,180367.0,UK,Mixed,1
33,Female,2,Full Stack Engineer,9,135596.0,Australia,Australian,0
38,Male,1,Front end Developer,11,136062.0,China,White,0
54,Female,3,Software Engineer Manager,32,191267.0,Australia,Australian,0
42,Male,2,Full Stack Engineer,19,177347.0,Australia,White,0
29,Female,1,Full Stack Engineer,6,103579.0,Australia,Australian,0
45,Male,2,Software Engineer Manager,19,163780.0,China,Korean,0
36,Male,1,Front end Developer,12,137878.0,UK,Mixed,0
30,Female,2,Project Engineer,4,92438.0,USA,Hispanic,1
28,Male,2,Full Stack Engineer,5,84181.0,UK,White,0
46,Female,3,Software Engineer Manager,21,174821.0,UK,White,0
34,Male,1,Back end Developer,10,126520.0,USA,African American,0
44,Male,2,Software Engineer,18,152168.0,UK,Welsh,1
55,Female,3,Software Engineer Manager,29,190543.0,USA,White,0
35,Male,2,Full Stack Engineer,9,131547.0,China,Chinese,0
54,Male,1,Project Engineer,28,192292.0,UK,Mixed,1
23,Female,0,Back end Developer,1,52807.0,Australia,White,0
46,Male,2,Software Engineer,20,174938.0,China,White,1
33,Female,1,Full Stack Engineer,8,124071.0,China,Korean,0
26,Male,2,Front end Developer,3,73640.0,UK,Asian,0
43,Female,3,Software Engineer Manager,19,156486.0,USA,African American,0
36,Male,2,Full Stack Engineer,11,138859.0,Canada,White,0
23,Female,1,Project Engineer,0,52831.0,USA,Asian,1
49,Male,2,Software Engineer Manager,23,182392.0,UK,Asian,0
35,Female,2,Full Stack Engineer,11,151078.0,Canada,White,0
31,Male,1,Back end Developer,8,100679.0,Canada,White,0
43,Male,2,Full Stack Engineer,20,167924.0,UK,Asian,0
33,Female,2,Project Engineer,10,113334.0,Canada,White,1
52,Female,3,Software Engineer Manager,29,194778.0,UK,Welsh,0
28,Male,1,Full Stack Engineer,4,77606.0,UK,Mixed,0
36,Female,2,Software Engineer,13,140010.0,USA,Asian,1
43,Male,1,Project Engineer,20,142421.0,Canada,Black,1
50,Female,2,Full Stack Engineer,24,192756.0,Canada,Asian,0
24,Male,3,Software Engineer Manager,1,106686.0,Australia,Asian,0
52,Male,2,Software Engineer,27,186794.0,China,White,1
46,Female,1,Back end Developer,19,150729.0,USA,Asian,0
38,Male,2,Full Stack Engineer,15,171652.0,UK,Welsh,0
29,Male,1,Project Engineer,6,88552.0,USA,Hispanic,1
33,Female,2,Front end Developer,9,119918.0,USA,Asian,0
47,Male,3,Software Engineer Manager,21,174985.0,UK,Mixed,0
45,Female,2,Software Engineer,23,174336.0,Australia,Asian,1
28,Male,1,Back end Developer,4,72389.0,China,Chinese,0
42,Female,2,Full Stack Engineer,14,163978.0,Canada,Black,0
46,Male,1,Project Engineer,25,166958.0,UK,Asian,1
38,Female,3,Software Engineer Manager,15,145052.0,UK,Welsh,0
54,Male,2,Software Engineer,32,195270.0,Canada,Asian,1
33,Female,2,Full Stack Engineer,8,122970.0,Australia,White,0
27,Male,0,Back end Developer,4,80247.0,Australia,Australian,0
50,Female,1,Project Engineer,25,177862.0,Canada,White,1
26,Male,2,Full Stack Engineer,4,91062.0,China,Korean,0
31,Female,2,Software Engineer,6,114290.0,Canada,Asian,1
35,Male,1,Front end Developer,10,128999.0,USA,Asian,0
44,Female,3,Software Engineer Manager,18,162454.0,USA,African American,0
32,Male,2,Project Engineer,8,122354.0,Canada,White,1
54,Male,1,Full Stack Engineer,25,179756.0,UK,Mixed,0
26,Female,2,Front end Developer,3,73218.0,Canada,White,0
23,Male,3,Software Engineer Manager,0,52612.0,UK,White,0
48,Female,2,Software Engineer,23,185038.0,Canada,White,1
38,Male,1,Back end Developer,12,132442.0,UK,Asian,0
30,Female,2,Full Stack Engineer,5,102828.0,USA,Hispanic,0
40,Male,2,Software Engineer Manager,16,150301.0,Canada,Black,0
45,Female,1,Project Engineer,22,171468.0,Canada,Black,1
36,Male,2,Full Stack Engineer,13,147326.0,Australia,Australian,0
52,Male,3,Software Engineer Manager,26,185982.0,Canada,Asian,0
31,Female,1,Software Engineer,7,108267.0,Australia,Australian,1
26,Male,2,Full Stack Engineer,3,91397.0,Canada,Black,0
30,Female,2,Project Engineer,5,100867.0,Canada,Black,1
24,Male,1,Back end Developer,2,64182.0,UK,Asian,0
45,Male,2,Software Engineer,22,182506.0,USA,African American,1
33,Female,2,Full Stack Engineer,9,136986.0,Australia,Asian,0
38,Male,1,Front end Developer,11,136662.0,USA,Hispanic,0
54,Female,3,Software Engineer Manager,32,191510.0,China,Chinese,0
42,Male,2,Full Stack Engineer,19,177347.0,UK,Welsh,0
28,Female,1,Project Engineer,4,82944.0,China,Chinese,1
48,Male,3,Software Engineer Manager,23,188288.0,Canada,Black,0
36,Female,2,Software Engineer,14,141090.0,UK,Mixed,1
43,Male,1,Full Stack Engineer,19,152726.0,Australia,Australian,0
33,Female,2,Back end Developer,9,124141.0,Australia,Australian,0
26,Male,1,Front end Developer,3,67556.0,Canada,Asian,0
50,Female,2,Project Engineer,22,182768.0,China,Chinese,1
41,Male,3,Software Engineer Manager,15,148727.0,UK,Asian,0
29,Female,1,Full Stack Engineer,6,91903.0,USA,Asian,0
38,Male,2,Software Engineer,14,147708.0,USA,White,1
48,Female,1,Project Engineer,21,163209.0,Australia,Australian,1
31,Male,2,Full Stack Engineer,8,120288.0,China,White,0
45,Male,3,Software Engineer Manager,21,170226.0,UK,Welsh,0
35,Female,2,Software Engineer,11,134979.0,China,Chinese,1
42,Male,1,Back end Developer,16,137489.0,UK,Mixed,0
27,Female,2,Full Stack Engineer,4,83577.0,China,Korean,0
33,Male,1,Front end Developer,9,117904.0,Canada,White,0
36,Female,2,Project Engineer,11,134482.0,China,Korean,1
54,Male,3,Software Engineer Manager,30,184660.0,Australia,Australian,0
30,Female,1,Software Engineer,5,100151.0,UK,Mixed,1
26,Male,2,Full Stack Engineer,3,88678.0,USA,Asian,0
45,Female,3,Project Engineer,21,181285.0,Canada,White,1
38,Male,2,Software Engineer Manager,16,154990.0,USA,White,0
31,Female,1,Full Stack Engineer,7,108204.0,Canada,Black,0
42,Male,2,Software Engineer,19,175684.0,Canada,Black,1
28,Female,1,Back end Developer,5,77766.0,USA,Hispanic,0
48,Male,3,Software Engineer Manager,24,192211.0,China,Chinese,0
36,Female,2,Full Stack Engineer,13,144647.0,Canada,Black,0
43,Male,1,Project Engineer,20,162231.0,China,Chinese,1
33,Female,2,Front end Developer,9,121120.0,Canada,Asian,0
26,Male,1,Full Stack Engineer,4,79652.0,Canada,White,0
50,Female,2,Software Engineer,21,177002.0,Canada,Black,1
27,Male,2,Back end Developer,5,87584.0,UK,White,0
38,Female,1,Project Engineer,13,131860.0,China,Chinese,1
54,Male,3,Software Engineer Manager,28,182013.0,USA,African American,0
31,Female,2,Full Stack Engineer,7,108799.0,China,White,0
36,Male,1,Software Engineer,13,135378.0,Canada,Black,1
45,Female,2,Software Engineer Manager,22,183530.0,USA,Asian,0
42,Male,1,Back end Developer,18,150901.0,UK,Welsh,0
28,Female,2,Full Stack Engineer,4,82697.0,UK,White,0
48,Male,3,Software Engineer,26,194638.0,UK,Asian,1
36,Female,2,Project Engineer,12,130356.0,Australia,Asian,1
43,Male,1,Full Stack Engineer,18,152560.0,Australia,Australian,0
33,Female,2,Front end Developer,9,121432.0,Canada,White,0
26,Male,1,Back end Developer,2,63789.0,Canada,Black,0
50,Female,2,Software Engineer,23,183690.0,China,Korean,1
41,Male,3,Software Engineer Manager,16,151310.0,Australia,Asian,0
29,Female,1,Full Stack Engineer,6,100358.0,Canada,White,0
38,Male,2,Software Engineer,15,148437.0,UK,White,1
48,Female,1,Project Engineer,22,168691.0,Australia,Asian,1
28,Male,1,Software Developer,1,50000.0,USA,White,0
32,Female,2,Product Manager,5,100000.0,Australia,Asian,0
26,Male,1,Software Engineer,2,60000.0,Canada,White,0
33,Female,2,Data Analyst,6,90000.0,USA,African American,0
29,Male,1,Front End Developer,3,70000.0,USA,African American,0
42,Male,3,Director of Data Science,12,170000.0,Australia,White,0
36,Female,2,Data Scientist,8,130000.0,Canada,White,0
27,Male,1,Software Developer,1,50000.0,China,Chinese,0
34,Female,2,Product Manager,7,120000.0,Australia,Asian,0
29,Male,1,Software Engineer,4,80000.0,Australia,Australian,0
41,Female,3,Data Scientist,16,200000.0,Canada,White,1
34,Male,2,Data Analyst,8,100000.0,USA,Hispanic,0
24,Female,1,Software Developer,2,55000.0,Canada,Asian,0
36,Male,3,Director of Data Science,12,170000.0,USA,White,0
30,Female,1,Software Engineer,5,90000.0,Canada,Asian,0
29,Male,1,Front End Developer,4,80000.0,Australia,Asian,0
42,Male,2,Product Manager,14,180000.0,Australia,White,0
26,Male,1,Software Developer,2,60000.0,USA,African American,0
35,Female,2,Data Analyst,9,120000.0,Australia,White,0
27,Female,1,Software Engineer,3,70000.0,Canada,White,0
48,Male,3,Director of Data Science,18,210000.0,UK,Mixed,0
34,Male,2,Data Scientist,9,140000.0,Canada,White,0
23,Female,1,Software Engineer,1,50000.0,Australia,Asian,0
32,Male,2,Product Manager,7,110000.0,Canada,Black,0
25,Female,2,Software Engineer,2,60000.0,Australia,Asian,0
37,Male,1,Data Analyst,11,160000.0,UK,White,0
28,Male,1,Software Engineer,4,75000.0,China,White,0
41,Female,3,Director of Data Science,16,200000.0,Australia,White,0
34,Male,2,Data Analyst,8,100000.0,USA,African American,0
24,Female,1,Software Developer,2,55000.0,UK,Mixed,0
36,Male,3,Data Scientist,12,170000.0,Canada,White,1
30,Female,1,Software Engineer,5,90000.0,USA,African American,0
29,Male,1,Front End Developer,4,80000.0,Australia,White,0
42,Male,2,Product Manager,14,180000.0,UK,Mixed,0
26,Male,1,Software Developer,2,60000.0,USA,Asian,0
35,Female,2,Data Analyst,9,120000.0,Australia,Asian,0
27,Female,1,Software Engineer,3,70000.0,Australia,Australian,0
48,Male,3,Director of Data Science,18,210000.0,Canada,White,0
34,Male,2,Data Scientist,9,140000.0,Canada,Asian,0
23,Female,1,Software Engineer,1,50000.0,UK,Welsh,0
32,Male,2,Product Manager,7,110000.0,Australia,White,0
25,Female,2,Software Engineer,2,60000.0,UK,Welsh,0
37,Male,1,Data Analyst,11,160000.0,UK,White,0
28,Male,1,Software Engineer,4,75000.0,China,White,0
41,Female,3,Director of Data Science,16,200000.0,China,Chinese,0
34,Male,2,Data Analyst,8,100000.0,UK,Mixed,0
24,Female,1,Software Developer,2,55000.0,UK,Mixed,0
36,Male,3,Data Scientist,12,170000.0,Australia,Asian,1
30,Female,1,Software Engineer,5,90000.0,USA,Asian,0
29,Male,1,Front End Developer,4,80000.0,Canada,Asian,0
42,Male,2,Product Manager,14,180000.0,Australia,Asian,0
26,Male,1,Software Developer,2,60000.0,Australia,Asian,0
35,Female,2,Data Analyst,9,120000.0,USA,Hispanic,0
27,Female,1,Software Engineer,3,70000.0,China,Chinese,0
48,Male,3,Director of Data Science,18,210000.0,UK,Mixed,0
34,Male,2,Data Scientist,9,140000.0,USA,Asian,0
23,Female,1,Software Engineer,1,50000.0,China,Korean,0
32,Male,2,Product Manager,7,110000.0,Canada,Asian,0
25,Female,2,Software Engineer,2,60000.0,China,Korean,0
37,Male,1,Data Analyst,11,160000.0,Canada,White,0
28,Male,1,Software Engineer,4,75000.0,UK,Asian,0
41,Female,3,Director of Data Science,16,200000.0,USA,White,0
34,Male,2,Data Analyst,8,100000.0,Canada,Asian,0
24,Female,1,Software Developer,2,55000.0,USA,White,0
36,Male,3,Data Scientist,12,170000.0,Canada,Black,1
30,Female,1,Software Engineer,5,90000.0,USA,Asian,0
29,Male,1,Front End Developer,4,80000.0,China,Chinese,0
42,Male,2,Product Manager,14,180000.0,USA,Asian,0
26,Male,1,Software Developer,2,60000.0,Australia,White,0
35,Female,2,Data Analyst,9,120000.0,UK,Asian,0
27,Female,1,Software Engineer,3,70000.0,UK,Welsh,0
48,Male,3,Director of Data Science,18,210000.0,Australia,Asian,0
34,Male,2,Data Scientist,9,140000.0,Australia,Australian,0
23,Female,1,Software Engineer,1,50000.0,UK,Mixed,0
32,Male,2,Product Manager,7,110000.0,Canada,White,0
25,Female,2,Software Engineer,2,60000.0,USA,African American,0
37,Male,1,Data Analyst,11,160000.0,China,White,0
28,Male,1,Software Engineer,4,75000.0,Canada,Asian,0
41,Female,3,Director of Data Science,16,200000.0,UK,White,0
34,Male,2,Data Analyst,8,100000.0,Australia,Australian,0
24,Female,1,Software Developer,2,55000.0,China,Chinese,0
36,Male,3,Data Scientist,12,170000.0,Canada,Black,1
30,Female,1,Software Engineer,5,90000.0,USA,White,0
29,Male,1,Front End Developer,4,80000.0,China,Chinese,0
42,Male,2,Product Manager,14,180000.0,USA,White,0
26,Male,1,Software Developer,2,60000.0,USA,African American,0
35,Female,2,Data Analyst,9,120000.0,USA,Asian,0
27,Female,1,Software Engineer,3,70000.0,UK,Asian,0
48,Male,3,Director of Data Science,18,210000.0,UK,White,0
34,Male,2,Data Scientist,9,140000.0,UK,Welsh,0
23,Female,1,Software Engineer,1,50000.0,China,Chinese,0
32,Male,2,Product Manager,7,110000.0,Canada,Black,0
25,Female,2,Software Engineer,2,60000.0,USA,White,0
37,Male,1,Data Analyst,11,160000.0,Canada,Black,0
28,Male,1,Software Engineer,4,75000.0,China,Korean,0
41,Female,3,Director of Data Science,16,200000.0,Canada,White,0
34,Male,2,Data Analyst,8,100000.0,Canada,Black,0
24,Female,1,Software Developer,2,55000.0,Canada,Asian,0
36,Male,3,Data Scientist,12,170000.0,Australia,White,1
30,Female,1,Software Engineer,5,90000.0,Australia,White,0
29,Male,1,Front End Developer,4,80000.0,UK,Asian,0
42,Male,2,Product Manager,14,180000.0,Canada,Asian,0
26,Male,1,Software Developer,2,60000.0,China,White,0
35,Female,2,Data Analyst,9,120000.0,Canada,White,0
27,Female,1,Software Engineer,3,70000.0,Canada,White,0
48,Male,3,Director of Data Science,18,210000.0,USA,White,0
34,Male,2,Data Scientist,9,140000.0,UK,White,0
23,Female,1,Software Engineer,1,50000.0,USA,Hispanic,0
32,Male,2,Product Manager,7,110000.0,USA,African American,0
25,Female,2,Software Engineer,2,60000.0,UK,Welsh,0
37,Male,1,Data Analyst,11,160000.0,China,Korean,0
28,Male,1,Software Engineer,4,75000.0,Australia,Australian,0
41,Female,3,Director of Data Science,16,200000.0,Australia,Asian,0
34,Male,2,Data Analyst,8,100000.0,Canada,White,0
24,Female,1,Software Developer,2,55000.0,Australia,Asian,0
36,Male,3,Data Scientist,12,170000.0,Canada,Black,1
30,Female,1,Software Engineer,5,90000.0,USA,White,0
29,Male,1,Front End Developer,4,80000.0,USA,African American,0
42,Male,2,Product Manager,14,180000.0,Canada,White,0
26,Male,1,Software Developer,2,60000.0,Australia,Australian,0
35,Female,2,Data Analyst,9,120000.0,Canada,White,0
27,Female,1,Software Engineer,3,70000.0,UK,Welsh,0
48,Male,3,Director of Data Science,18,210000.0,USA,White,0
34,Male,2,Data Scientist,9,140000.0,UK,Welsh,0
30,Female,1,Software Engineer,4,80000.0,USA,Asian,0
29,Male,1,Front End Developer,3,70000.0,UK,Welsh,0
42,Male,2,Product Manager,14,180000.0,USA,Hispanic,0
26,Male,1,Software Developer,2,60000.0,USA,African American,0
35,Female,2,Data Analyst,9,120000.0,UK,White,0
27,Female,1,Software Engineer,3,70000.0,USA,Asian,0
48,Male,3,Director of Data Science,18,210000.0,UK,Welsh,0
34,Male,2,Data Scientist,9,140000.0,China,Chinese,0
23,Female,1,Software Engineer,1,50000.0,Canada,Asian,0
32,Male,2,Product Manager,7,110000.0,USA,African American,0
25,Female,2,Software Engineer,2,60000.0,Canada,Asian,0
37,Male,1,Data Analyst,11,160000.0,UK,Mixed,0
28,Male,1,Software Engineer,4,75000.0,UK,Asian,0
41,Female,3,Director of Data Science,16,200000.0,Australia,Asian,0
34,Male,2,Data Analyst,8,100000.0,Australia,Asian,0
24,Female,1,Software Developer,2,55000.0,Australia,White,0
36,Male,3,Data Scientist,12,170000.0,UK,White,1
30,Female,1,Software Engineer,5,90000.0,China,White,0
29,Male,1,Front End Developer,4,80000.0,Canada,Black,0
42,Male,2,Product Manager,14,180000.0,Australia,Australian,0
26,Male,1,Software Developer,2,60000.0,UK,White,0
35,Female,2,Data Analyst,9,120000.0,Australia,White,0
27,Female,1,Software Engineer,3,70000.0,USA,African American,0
48,Male,3,Director of Data Science,18,210000.0,Australia,Australian,0
34,Male,2,Data Scientist,9,140000.0,Australia,White,0
23,Female,1,Software Engineer,1,50000.0,Australia,Australian,0
32,Male,2,Product Manager,7,110000.0,China,Korean,0
25,Female,2,Software Engineer,2,60000.0,UK,White,0
37,Male,1,Data Analyst,11,160000.0,UK,White,0
28,Male,1,Software Engineer,4,75000.0,USA,African American,0
41,Female,3,Director of Data Science,16,200000.0,China,Korean,0
34,Male,2,Data Analyst,8,100000.0,USA,Asian,0
24,Female,1,Software Developer,2,55000.0,UK,White,0
36,Male,3,Data Scientist,12,170000.0,Australia,White,1
30,Female,1,Software Engineer,5,90000.0,USA,White,0
29,Male,1,Front End Developer,4,80000.0,Canada,White,0
42,Male,2,Product Manager,14,180000.0,Australia,White,0
26,Male,1,Software Developer,2,60000.0,Australia,Australian,0
35,Female,2,Data Analyst,9,120000.0,China,Korean,0
27,Female,1,Software Engineer,3,70000.0,Australia,Asian,0
48,Male,3,Director of Data Science,18,210000.0,USA,White,0
34,Male,2,Data Scientist,9,140000.0,China,Chinese,0
23,Female,1,Software Engineer,1,50000.0,Canada,White,0
32,Male,2,Product Manager,7,110000.0,Australia,Asian,0
25,Female,2,Software Engineer,2,60000.0,China,Chinese,0
37,Male,1,Data Analyst,11,160000.0,China,White,0
28,Male,1,Software Engineer,4,75000.0,Canada,Asian,0
41,Female,3,Director of Data Science,16,200000.0,UK,Mixed,0
34,Male,2,Data Analyst,8,100000.0,UK,Welsh,0
24,Female,1,Software Developer,2,55000.0,Canada,White,0
36,Male,3,Data Scientist,12,170000.0,USA,Asian,1
30,Female,1,Software Engineer,5,90000.0,Canada,Asian,0
29,Male,1,Front End Developer,4,80000.0,USA,Asian,0
42,Male,2,Product Manager,14,180000.0,UK,White,0
26,Male,1,Software Developer,2,60000.0,UK,Welsh,0
35,Female,2,Data Analyst,9,120000.0,USA,White,0
27,Female,1,Software Engineer,3,70000.0,USA,Asian,0
48,Male,3,Director of Data Science,18,210000.0,China,Chinese,0
34,Male,2,Data Scientist,9,140000.0,USA,Hispanic,0
23,Female,1,Software Engineer,1,50000.0,Canada,Black,0
32,Male,2,Product Manager,7,110000.0,Canada,Black,0
25,Female,2,Software Engineer,2,60000.0,Canada,Black,0
37,Male,1,Data Analyst,11,160000.0,Canada,Black,0
28,Male,1,Software Engineer,4,75000.0,Australia,Australian,0
41,Female,3,Director of Data Science,16,200000.0,Canada,White,0
34,Male,2,Data Analyst,8,100000.0,Australia,Australian,0
24,Female,1,Software Developer,2,55000.0,UK,Welsh,0
36,Male,3,Data Scientist,12,170000.0,Canada,Asian,1
30,Female,1,Software Engineer,5,90000.0,Australia,White,0
29,Male,1,Front End Developer,4,80000.0,UK,Asian,0
42,Male,2,Product Manager,14,180000.0,UK,Welsh,0
26,Male,1,Software Developer,2,60000.0,Australia,White,0
35,Female,2,Data Analyst,9,120000.0,UK,Asian,0
27,Female,1,Software Engineer,3,70000.0,Australia,Asian,0
48,Male,3,Director of Data Science,18,210000.0,Canada,White,0
34,Male,2,Data Scientist,9,140000.0,Canada,Black,0
23,Female,1,Software Engineer,1,50000.0,UK,Asian,0
32,Male,2,Product Manager,7,110000.0,UK,White,0
25,Female,2,Software Engineer,2,60000.0,China,Korean,0
37,Male,1,Data Analyst,11,160000.0,USA,African American,0
28,Male,1,Software Engineer,4,75000.0,USA,Hispanic,0
41,Female,3,Director of Data Science,16,200000.0,China,Korean,0
34,Male,2,Data Analyst,8,100000.0,USA,African American,0
24,Female,1,Software Developer,2,55000.0,Australia,Australian,0
36,Male,3,Data Scientist,12,170000.0,China,White,1
30,Female,1,Software Engineer,5,90000.0,USA,Hispanic,0
29,Male,1,Front End Developer,4,80000.0,USA,Asian,0
